latitude,longitude,ts
48.1343893,11.5707012,56:11.1
55.9505989,-3.1723453,18:23.1
48.1505985,11.5477718,53:42.7
48.1068233,11.4773859,36:25.9
48.1444591,11.561425,54:21.0
48.1424663,11.5773352,23:21.0
48.265538,11.6712128,08:27.8
51.5029692,-0.0777703,07:55.1
11.105019,76.2684076,48:06.9
48.1068199,11.4773768,26:51.6
48.2677699,11.6650673,42:34.9
48.1068355,11.4773832,43:01.5
48.098073,11.5239704,11:21.1
48.106787,11.4783422,42:48.0
48.1379329,11.5734677,27:51.3
48.1068393,11.4773443,06:11.4
48.1517491,11.5584647,19:05.1
9.9353626,76.3777449,45:05.5
48.1067633,11.4773537,35:57.2
48.1067481,11.4772234,11:26.5
48.1469901,11.5610799,35:33.0
48.134228,11.566105,01:49.2
48.2678552,11.6651729,11:30.3
48.1068604,11.4774985,44:58.8
48.1343486,11.5649193,42:06.4
48.1470497,11.5611602,19:49.8
48.1470248,11.5611374,14:07.5
48.106695,11.477544,23:26.8
48.1870567,11.533285,45:07.5
48.1469945,11.5611281,29:03.9
48.2629216,11.6673394,16:49.2
48.1470187,11.5611047,17:11.3
48.1280948,11.603615,51:08.7
41.7101891,44.7750807,51:56.8
48.1069431,11.4773244,03:29.7
48.1305647,11.5958968,54:39.2
51.5017235,-0.2200677,57:30.0
48.1500127,11.6222262,46:12.3
48.1070392,11.4779285,08:45.9
48.146997,11.5611709,10:01.0
48.1066851,11.4776426,21:07.3
48.7890329,9.1954838,41:31.2
48.1071734,11.4773813,41:22.9
48.1476707,11.5638147,40:39.2
48.1409474,11.5556936,27:18.2
48.1068116,11.4774615,37:32.0
48.1340136,11.5684206,27:36.0
48.1383318,11.5731879,43:42.5
48.2627711,11.6671639,14:34.3
48.1068403,11.4775137,07:01.1
48.1068252,11.4775301,25:47.4
48.1068169,11.4772758,11:29.0
48.1069948,11.4773497,14:26.0
48.1402322,11.5761332,01:57.9
48.1068738,11.4773707,54:08.9
48.1470355,11.561113,14:12.0
48.1067633,11.4773537,30:30.6
48.1801608,11.5535253,45:10.1
48.1069419,11.4775294,44:57.3
48.1068166,11.4774178,57:19.2
48.1796605,11.5555528,10:42.7
48.1467768,11.479067,43:44.1
48.1068248,11.4774169,01:17.6
48.2653127,11.6683743,18:39.4
48.1068425,11.4773707,30:12.9
48.1470396,11.5611694,11:17.0
48.147034,11.5611213,44:09.0
48.1066851,11.4776426,13:21.5
48.1338944,11.5688503,10:12.4
48.106869,11.4774745,26:37.9
48.1469684,11.5611552,18:04.8
48.1068236,11.4775139,44:50.3
48.1840071,11.6056029,53:21.8
48.1070622,11.4779151,01:06.0
48.1471155,11.5611693,25:32.0
48.1254608,11.4728272,48:19.5
48.1068341,11.4774599,52:52.1
52.5031285,13.4690118,06:05.0
48.1068372,11.4773263,19:39.0
48.1067104,11.4776763,53:46.1
60.3180059,24.9690426,07:12.7
51.5020012,-0.1305669,07:59.8
48.1072889,11.4774432,19:10.1
48.147017,11.5611802,41:48.5
48.1078653,11.4787923,02:42.0
48.1453568,11.4818838,07:36.2
48.1682968,11.5860948,25:12.3
48.1414424,11.556532,51:50.4
48.1337735,11.5683331,33:57.4
45.8063719,15.9835386,20:37.3
53.5476489,9.988791,02:10.9
48.1068075,11.4775922,51:47.8
48.1468993,11.5609703,46:28.0
60.1929847,24.9540638,23:22.5
48.1087164,11.6066427,14:46.1
51.7536824,-1.2561803,07:35.8
51.4947351,-0.2239985,26:57.0
48.106695,11.477544,00:35.8
51.5029054,-0.1976695,42:37.1
48.1342908,11.5719295,41:02.8
48.106856,11.4774553,33:11.6
48.1068936,11.4774326,50:29.6
48.1069313,11.4775378,10:20.8
48.1123131,11.4814313,49:21.0
48.1100114,11.4730962,41:34.9
48.1339193,11.5685346,19:55.9
53.4759566,-2.234557,03:24.8
48.137226,11.5644568,58:00.9
48.1068658,11.4774084,15:33.9
48.1251475,11.5569488,30:26.4
48.1470409,11.5611281,03:34.0
48.1419405,11.5740036,55:55.5
22.520327,88.3420236,12:23.5
48.1068231,11.4774423,42:24.6
48.1068314,11.4774121,47:33.3
48.1069208,11.4773089,38:38.0
48.1455742,11.5635775,19:48.7
48.1469971,11.5611407,22:48.0
52.5082204,13.3905902,43:51.0
48.1470483,11.5611319,38:09.0
48.18018,11.5534633,43:59.7
48.1067962,11.4773367,07:53.0
48.1339135,11.5687841,26:31.0
48.1469825,11.5611753,14:59.1
48.1068171,11.4774913,24:39.2
51.5126574,-0.1667871,31:52.7
48.1801666,11.5534953,04:23.4
48.1068159,11.4774239,11:00.8
52.3755904,9.7329261,27:38.0
48.6900041,9.1924795,13:38.3
48.1068389,11.4774332,58:33.8
10.1148182,76.3454215,56:18.4
48.1139497,11.7180596,04:13.5
48.1471696,11.5611605,05:15.0
48.8262966,9.3011184,24:37.2
48.1470879,11.561198,07:17.5
48.1381121,11.5742943,46:38.2
48.1339538,11.568369,58:29.0
48.1489477,11.5671549,48:19.3
52.3945296,4.9030039,31:52.4
48.1069602,11.4776518,13:37.0
48.1068431,11.4773734,13:02.7
48.1469759,11.5611738,02:37.8
48.106829,11.4775047,14:13.0
48.0887045,11.4800545,08:50.4
48.130563,11.5952396,32:42.7
48.2595308,11.670375,21:50.0
48.1866036,11.5456955,56:38.0
48.2625038,11.6683375,46:33.4
48.1475456,11.558643,48:30.4
48.1067904,11.4773776,56:47.0
60.1688324,24.9540145,27:09.4
48.106695,11.477544,34:27.3
48.1068758,11.4773098,04:12.5
48.1069255,11.4773739,21:57.9
48.1682642,11.5861278,00:31.7
41.1469546,-8.5996975,10:19.8
48.1469772,11.5611018,59:26.6
48.1304582,11.5951635,13:01.9
48.2678642,11.6651821,48:41.5
48.146961,11.5610963,42:26.1
48.1068231,11.4774423,33:25.8
52.4344434,13.5830402,59:28.4
48.1067904,11.4773776,16:10.0
48.2625738,11.6674335,00:05.0
48.1471588,11.5606489,27:11.0
48.1440388,11.5584078,46:13.8
48.1069048,11.4774743,41:39.9
48.1456779,11.5655834,57:51.0
48.1470442,11.5611225,51:52.0
48.1381716,11.5718098,59:41.0
48.1466096,11.5621539,28:00.0
48.1068231,11.4774423,45:07.4
48.1068284,11.4773968,17:01.7
50.1079103,8.6654688,56:23.0
48.1344295,11.5703059,31:51.6
48.1068231,11.4774423,34:39.6
48.1068315,11.4774257,10:13.5
48.1068231,11.4774423,03:28.5
51.755937,-1.2612131,59:45.5
48.1376291,11.5728596,08:26.9
48.1068311,11.4773833,20:50.0
48.106695,11.477544,04:55.4
48.1470438,11.5611601,10:52.6
48.1581378,11.5846107,29:19.2
48.1469051,11.5609543,45:20.0
48.1068144,11.4774312,29:06.4
46.0522137,14.5125499,16:00.4
48.1801355,11.5534748,46:02.9
9.9346758,76.3775646,38:01.3
48.1083881,11.4772108,13:23.0
48.1309245,11.595067,44:03.7
48.1073434,11.477581,38:43.5
48.1470503,11.5611199,25:03.8
48.1068494,11.4774144,19:38.6
37.7441147,-25.668583,32:25.9
48.147015,11.56111,16:05.0
48.1469642,11.5611152,16:00.0
48.1279611,11.6052284,48:06.3
51.0415849,13.7351605,41:55.0
48.1801831,11.5535378,35:35.1
48.1163806,11.6023964,48:54.7
11.3152233,75.9264465,12:23.9
48.2624965,11.6683758,04:48.3
48.1477707,11.5597368,19:56.2
48.146961,11.5611845,04:38.1
48.1068373,11.4774525,11:30.5
50.938569,7.0077345,47:00.4
9.9347599,76.3776686,55:29.0
52.2354821,21.0085068,20:56.8
48.1068594,11.4775128,15:36.1
48.1340875,11.5705769,02:08.6
48.1677026,11.5543973,04:57.0
48.1474688,11.5596125,23:04.6
48.1801629,11.5535255,03:46.5
48.1665372,11.5903129,51:00.8
48.136952,11.6925527,04:51.8
46.5196817,6.5644157,21:54.2
48.1069373,11.4774466,59:46.7
48.1068048,11.4773959,24:49.0
48.1470176,11.5608084,50:18.9
48.2625453,11.6681308,45:38.7
48.1470581,11.5611673,54:50.5
48.106695,11.477544,27:39.1
48.1068077,11.4774873,52:03.8
48.1470417,11.561192,27:30.0
48.106808,11.4774889,11:27.0
48.1471148,11.5610644,20:10.0
48.1470593,11.5610399,45:19.0
48.145749,11.5633041,20:52.0
48.1469788,11.561146,19:36.7
48.1068758,11.4773098,20:13.0
48.7369753,9.1188791,40:12.7
48.1167497,11.5214754,12:49.5
48.1068158,11.4775164,29:03.4
48.2678427,11.6656788,21:01.6
48.1369049,11.5720077,42:58.0
48.1319543,11.5668158,21:36.4
48.1068231,11.4774423,57:25.4
9.9348894,76.3777081,37:52.6
48.1469832,11.5611381,42:42.0
48.1470526,11.5611356,34:12.0
48.1068543,11.4774562,05:01.4
48.1069717,11.4773619,28:57.0
9.9679183,76.28267,41:17.0
48.1068239,11.4775533,17:21.7
9.9348894,76.3777081,38:12.9
48.1067982,11.477466,35:58.6
11.3152233,75.9264465,36:31.4
48.1067986,11.4773937,00:00.8
48.1068451,11.4775068,21:07.4
48.1159411,11.4890782,11:35.9
48.1067904,11.4773776,49:46.2
48.1469852,11.5611082,57:39.2
36.9143489,30.8036673,06:55.0
48.267323,11.6706081,43:48.9
48.146778,11.5608935,02:19.0
48.1470293,11.5611548,46:03.9
48.1470174,11.5611726,07:17.0
9.9346755,76.3775638,41:40.5
48.1068416,11.4774382,15:30.9
48.1067476,11.4772427,24:55.2
52.3204931,9.806484,21:01.7
40.4077437,-3.6958257,51:07.6
54.5848876,-5.9287826,42:19.2
48.262521,11.6686076,59:23.3
48.1339198,11.5685632,54:21.5
48.106853,11.4774813,39:13.9
48.1471565,11.5611021,35:08.0
48.1068275,11.4774944,41:35.9
48.7474382,9.1150606,23:19.8
48.1068302,11.47749,30:45.3
48.1067904,11.4773776,39:59.0
48.1802058,11.5535597,16:54.5
48.262266,11.6673014,43:57.1
47.9930776,7.8541917,00:22.6
48.1802102,11.5535526,15:59.9
52.455901,13.5113745,29:27.3
48.2859138,11.6382814,22:25.1
48.1470489,11.5610816,44:53.0
48.1067216,11.4772947,25:23.1
41.7102133,44.7750085,40:38.5
48.1069214,11.477459,55:01.7
48.124249,11.6004123,26:18.9
48.1338834,11.5687346,56:10.0
48.1068439,11.4774141,26:43.7
51.5134306,-0.1588006,00:24.5
48.1068297,11.4774176,24:29.5
48.106695,11.477544,48:16.8
51.4631004,-3.1660494,40:36.4
48.1067379,11.4772875,33:16.5
48.1067807,11.4773111,52:55.3
48.1069216,11.4774196,47:55.5
51.4990905,-0.2224086,56:46.5
48.1917936,11.6483726,04:15.2
38.7082486,-9.1319525,23:47.1
48.1414335,11.5748922,07:54.0
48.1467864,11.5609494,41:56.9
48.2625801,11.6678832,35:46.3
48.149912,11.5664688,26:22.0
48.8050973,2.1193887,24:08.2
48.1156659,11.5259658,22:43.6
48.1697388,12.2277702,45:44.2
48.1068241,11.4775441,19:00.5
48.1067875,11.4771088,20:32.7
48.1801454,11.5535334,30:25.0
48.134228,11.566105,44:24.1
48.1347314,11.5704303,25:43.7
51.5028514,-0.2019434,27:56.0
48.1470403,11.561133,51:11.8
48.1921305,11.6153903,08:35.4
48.106816,11.4774162,13:30.7
48.1072841,11.4773971,10:43.3
41.3965406,2.1769372,04:43.3
48.1068183,11.4774925,33:21.6
43.6949412,7.2749574,13:00.0
48.1240746,11.550631,08:06.2
46.5082422,6.6339327,42:11.0
48.1068663,11.4773226,16:34.1
48.1085461,11.715501,11:06.8
48.1432904,11.5155054,10:35.0
48.1456504,11.5636151,52:40.1
48.7544184,8.5458636,34:15.8
48.141513,11.5748719,24:08.7
48.1069041,11.4774987,24:17.4
48.112791,11.4766961,36:05.4
48.1069261,11.4774736,55:42.6
48.1470089,11.5611539,42:03.0
48.1683235,11.5861202,51:53.1
48.1068211,11.4774157,45:47.5
52.5181408,13.3790643,02:36.0
48.1410096,11.5656643,37:23.0
48.1469816,11.5611715,44:32.7
48.1469751,11.561124,49:43.6
48.1470113,11.5611119,53:05.0
48.1382812,11.5734407,54:17.3
48.1470946,11.5611542,39:15.6
48.1415191,11.5737271,05:56.7
48.134228,11.566105,43:18.6
48.1068196,11.4775308,15:55.4
48.1801628,11.5535264,37:06.6
41.7016524,44.7863889,10:34.7
48.2630286,11.6700056,24:01.7
48.1069165,11.4775105,50:48.0
48.1469685,11.5611576,19:35.3
48.1802031,11.5534579,53:23.7
55.9517356,-3.19057,01:55.1
48.1469692,11.5611918,25:07.7
43.6997126,7.2719243,31:19.0
48.2624391,11.6684991,59:06.8
48.1500881,11.6222574,23:14.3
48.1172885,11.5401931,43:35.4
48.1470314,11.5611259,55:25.8
48.1470449,11.5611303,14:39.2
48.1465625,11.5623662,27:01.7
48.1339741,11.5685473,21:08.8
48.1348768,11.5676473,28:08.0
48.1801506,11.553482,10:46.5
48.1416224,11.5739896,45:07.9
48.1456117,11.565468,25:32.2
48.1383276,11.5734448,06:58.8
23.6035298,58.2867669,44:03.7
51.4979741,-0.1335065,52:48.0
48.1066797,11.4767242,09:42.4
48.1593749,11.7229797,17:16.5
60.1936745,24.9561323,35:21.7
48.1382942,11.5733656,07:35.0
41.0425461,28.9796082,02:56.0
48.2655168,11.6707607,38:06.1
48.1338938,11.5686113,08:33.0
48.1427607,11.5749742,27:01.6
48.1069313,11.4775378,49:50.5
48.1376291,11.5728596,47:36.5
48.1470679,11.5611745,39:53.0
48.1801355,11.5535194,49:12.1
48.1470539,11.5611239,07:22.7
48.1437722,11.5578472,31:28.5
48.1068355,11.4773987,19:06.8
49.6107387,6.1319093,15:27.0
48.1405269,11.5752894,21:25.4
48.1469879,11.5611548,15:35.4
48.1469104,11.5613283,57:31.0
9.9347599,76.3776686,28:29.5
45.8161635,15.9770229,17:56.2
48.1470541,11.5611046,33:57.4
48.1068488,11.477511,20:03.7
48.1069313,11.4775378,05:29.3
48.1068093,11.477416,52:10.4
48.1068935,11.4774732,33:30.3
48.1068321,11.477475,57:08.4
9.9348059,76.3772767,50:53.0
48.106782,11.477363,56:38.1
48.9532447,8.4844463,25:57.0
48.1488224,11.5684261,45:20.0
48.1335643,11.5695377,12:12.2
48.1068198,11.4775576,52:02.6
48.1347314,11.5704303,19:45.5
48.1069112,11.4774058,44:08.5
48.1470516,11.5611354,20:06.0
48.1308084,11.5950224,02:51.4
48.1513614,11.5577108,33:48.7
48.1068231,11.4774423,10:41.2
48.1457888,11.5637094,43:58.1
48.1067458,11.477245,30:27.8
48.1470472,11.5611247,28:11.4
48.2685838,11.6663541,25:27.5
48.1067822,11.4773614,19:34.5
48.1470652,11.5612192,30:58.0
48.1389567,11.5659931,41:39.5
48.1068199,11.4773768,19:13.8
48.1480443,11.6187828,06:25.7
48.1512685,11.5581321,11:35.1
48.1057114,11.5545857,47:33.6
48.1422353,11.5553999,44:34.9
48.1339413,11.5685353,24:26.8
48.128565,11.5942088,56:05.7
9.933075,76.3772941,47:31.7
48.1069681,11.4770749,18:36.5
48.1469759,11.5611566,22:23.8
48.1066851,11.4776426,08:22.0
48.1066517,11.4774654,58:01.4
48.8144601,9.1240941,27:18.1
41.1475682,-8.6222427,35:30.6
48.1069192,11.4774357,25:36.0
48.1067904,11.4773776,50:02.5
48.1368921,11.5719109,42:11.0
48.1469755,11.5611566,46:40.1
48.1802038,11.553475,35:51.4
48.1470142,11.5611063,34:31.3
48.1801627,11.5535262,36:46.5
53.5430189,9.9164711,11:48.6
48.1831264,11.5415585,46:32.0
48.1503795,11.6220042,46:03.6
48.1475894,11.5584265,07:17.6
50.9238633,6.9800147,02:44.0
48.1339156,11.5687338,29:05.0
46.0518496,14.5084571,20:26.7
48.1351532,11.5631917,27:55.5
48.1505705,11.5944208,14:32.0
45.4400318,12.3167725,05:32.0
9.9348894,76.3777081,40:00.3
48.1339631,11.5684819,21:22.9
48.7795813,9.1724117,17:34.0
47.8874706,13.4341763,29:49.0
48.1068112,11.4774267,14:49.8
48.1068235,11.4774535,06:02.8
9.9349218,76.3776544,17:39.2
48.1801768,11.5534881,27:06.1
48.2628128,11.6671517,22:58.6
41.7102391,44.7751281,19:16.9
48.1347914,11.5667487,06:33.0
48.1067904,11.4773776,12:37.2
48.1068718,11.4775054,07:41.7
48.1068082,11.4774904,23:20.5
51.4998845,-0.1287478,12:21.6
48.1722729,11.5960409,46:33.9
48.1068274,11.4776094,58:31.0
48.1347716,11.570035,58:06.4
48.10684,11.4774018,14:55.4
48.1068264,11.477437,09:04.7
48.1067464,11.4772441,08:20.2
9.9329573,76.3827199,01:57.4
48.1068327,11.4773821,39:52.6
48.1068247,11.4774324,50:17.1
23.5903877,58.2916319,27:05.5
48.1802099,11.553616,24:57.9
48.1068235,11.477544,18:20.6
51.4494115,-2.5800603,58:59.5
22.5444939,88.3855801,57:11.7
11.1029343,76.2647478,57:50.7
48.1469854,11.5611738,45:40.6
48.130463,11.5951597,09:39.9
48.1338858,11.5684948,57:11.1
50.9317039,6.9545356,05:20.0
48.1069282,11.4774477,37:58.8
48.2625108,11.6675425,30:41.0
48.1801973,11.5535407,40:17.5
48.2625516,11.668888,32:18.5
48.1067614,11.4772189,32:36.6
48.1066851,11.4776426,21:08.3
48.1068527,11.4773744,49:48.3
23.5899101,58.291721,15:18.4
48.106751,11.477334,25:20.3
48.1627313,11.5869189,24:18.2
48.1068056,11.4774279,41:03.2
22.5444939,88.3855801,19:11.4
52.5862348,9.3953349,54:22.4
48.1067683,11.4773044,36:27.2
40.4127572,-3.6920735,52:47.7
41.6954298,44.7868206,25:16.2
53.3516264,-6.2546583,10:37.0
48.1470616,11.5611397,30:33.0
48.106952,11.4774307,16:24.1
48.1068095,11.4774236,39:58.9
48.1067374,11.4772917,38:12.5
48.2626434,11.6676507,45:12.0
60.193667,24.9561663,52:27.5
48.1067705,11.4775748,08:56.6
48.1067904,11.4773776,04:16.1
51.5094041,-0.1270878,20:33.6
48.1083263,11.6576698,13:40.0
48.1470543,11.561124,17:33.5
48.1068658,11.4774084,30:38.9
48.1067352,11.4772749,26:58.0
11.3152233,75.9264465,22:17.7
9.9346756,76.3775637,32:58.1
51.4921596,-0.2204916,41:16.8
48.2627112,11.6681689,13:08.9
48.1068949,11.4774652,21:48.2
48.147622,11.5582302,01:33.0
48.1347314,11.5704303,22:49.8
48.1339198,11.5685632,50:15.5
50.9415248,6.9576905,45:41.4
60.1857491,24.8244088,36:15.7
48.1469571,11.5611867,28:55.9
48.1471224,11.5611878,50:26.0
48.1370825,11.5759059,14:26.3
48.1338422,11.5685662,08:42.3
48.1067904,11.4773776,02:08.1
48.1470467,11.5611181,48:16.5
48.2667101,11.6717929,46:54.8
48.1469659,11.5613328,48:50.2
46.2161981,6.1470035,36:53.1
48.1068118,11.4774438,58:47.5
48.1082892,11.475371,25:31.2
48.1068231,11.4775102,27:31.3
48.1469846,11.5611639,59:06.0
48.1068641,11.477459,41:24.4
48.1801712,11.5535175,33:55.8
48.1470437,11.5612011,16:30.3
48.1682818,11.5861012,34:44.2
48.1069419,11.4775294,54:48.1
48.1066851,11.4776426,19:17.6
48.1069419,11.4775294,36:42.5
48.1068197,11.4775237,30:08.5
48.106695,11.477544,42:33.8
48.1505705,11.5944208,39:32.2
48.1306667,11.567109,08:51.2
48.1067491,11.4772326,34:11.9
48.1072824,11.4774307,16:17.6
48.1469822,11.5611143,42:06.2
48.1476652,11.5794717,43:42.8
48.1067888,11.477337,56:40.0
48.1067595,11.4773197,29:08.5
48.147014,11.561095,05:32.0
48.1441263,11.5598971,19:24.4
48.1382245,11.5735347,52:58.3
48.1033209,11.5019964,09:19.3
48.1446324,11.5782174,02:51.1
53.0747232,8.8072213,01:13.2
48.1428537,11.5777937,57:14.7
53.4819868,-2.247243,12:53.1
45.8126218,15.9741568,42:57.3
48.1068224,11.4775341,38:09.1
48.1381796,11.573501,16:44.2
22.5444939,88.3855801,42:11.3
48.1476903,11.5605275,14:01.7
48.1066237,11.4766933,04:22.9
48.1506186,11.5475741,51:23.9
9.9347599,76.3776686,55:11.5
9.5941429,76.5534432,06:07.1
48.1801663,11.5534782,04:14.3
48.1470177,11.5611261,13:13.8
48.1068703,11.4773707,44:01.8
48.1778001,11.5331521,03:28.7
48.1068658,11.4774084,04:18.9
48.134025,11.5684435,56:37.8
48.1069413,11.4774391,31:19.8
48.1067829,11.4774393,06:35.3
48.1068432,11.4774069,19:44.7
48.1068222,11.4775515,52:21.9
48.1164379,11.543147,16:13.0
48.1068117,11.4773606,43:51.8
48.2627855,11.6672268,33:47.1
48.1325173,11.5516375,01:10.5
48.1471721,11.5611965,23:46.8
48.1067826,11.4773121,11:55.3
48.1070068,11.4775687,39:53.4
48.1505658,11.5477069,58:36.9
48.1068452,11.4774616,16:58.6
48.106695,11.477544,25:20.2
48.1470411,11.5611859,36:49.3
48.106695,11.477544,39:04.6
48.1469748,11.5611258,46:00.9
41.1459115,-8.6028406,09:29.7
48.1068548,11.4775197,06:45.5
48.1068802,11.4776041,27:36.0
48.1068181,11.477425,39:08.4
55.865292,-4.2525462,00:59.0
48.1068297,11.477458,41:09.6
48.1068357,11.4770611,15:04.0
48.1067337,11.4772822,34:43.4
48.1277877,11.5984578,44:57.6
48.1462259,11.5633546,57:07.7
48.0960264,11.5238626,07:00.5
48.1068658,11.4774084,51:01.5
48.2678652,11.6651962,34:40.5
48.180173,11.5534298,43:01.7
48.1068495,11.4773608,59:41.9
48.3594394,10.7857306,55:04.4
48.1310326,11.5569151,09:25.9
45.4791235,12.2278903,03:19.0
48.1068776,11.477475,37:44.0
48.1069413,11.4774391,31:04.4
48.1339027,11.5686035,28:31.0
48.7469985,9.1024482,31:36.3
48.106924,11.4772608,14:14.0
48.1068359,11.4774192,10:22.4
60.1905906,24.9575905,00:03.0
48.1489487,11.5671766,51:30.9
48.1069248,11.4774498,19:22.1
48.1067906,11.4774211,03:11.8
48.106839,11.477433,53:47.7
48.1443826,11.55749,38:09.2
48.1801521,11.5534971,43:58.9
48.1068459,11.4773465,12:32.0
48.1918028,11.6483722,04:28.3
48.1068231,11.4774423,22:37.2
48.1067904,11.4773776,54:48.6
48.1068182,11.4774978,56:52.4
48.1067904,11.4773776,28:04.2
60.1709891,24.9367327,45:45.0
48.1469959,11.5611318,41:37.0
48.1470299,11.5611218,42:32.5
53.5422681,9.9873828,39:59.8
48.1398202,11.5544063,50:24.4
48.1068392,11.4773934,22:30.9
48.1067812,11.4774481,24:07.0
48.1470515,11.5611214,16:12.0
48.1068231,11.4774423,36:38.4
50.8544972,4.3641271,35:21.9
48.1351268,11.522299,37:12.2
48.2625446,11.6671218,14:23.4
48.2192554,11.6243135,10:29.8
48.145494,11.5634879,47:23.0
48.1067349,11.4776283,54:59.0
48.1931409,11.5964031,21:47.0
50.9385745,6.9622062,38:07.0
48.1462788,11.5631768,37:40.6
38.7108327,-9.1427438,06:29.8
48.133891,11.5688811,37:08.0
48.2685394,11.6662709,19:45.6
48.1801636,11.5535091,27:18.2
48.1801518,11.5535371,35:31.8
48.2625289,11.668994,42:04.8
48.262386,11.6678543,36:51.9
48.2624869,11.6689748,10:28.7
48.1345699,11.565834,25:59.1
48.1470145,11.5611235,57:47.1
48.2677357,11.6648009,47:01.1
48.1480076,11.5800249,48:48.0
48.1379197,11.5734851,53:04.4
48.106856,11.4774873,28:09.0
48.1427531,11.575232,51:35.0
48.1069377,11.4774098,53:40.9
48.1068708,11.4774963,52:46.1
48.1068051,11.4773652,37:42.6
48.1067931,11.47746,40:57.2
48.2624434,11.6684474,20:41.3
48.1351737,11.5660826,23:48.4
48.1489073,11.5671812,09:13.5
48.7266961,9.1122674,23:28.3
9.9353611,76.377776,34:36.1
48.1066851,11.4776426,42:23.8
35.9144498,14.4984475,26:29.1
48.1338471,11.5687916,55:32.3
48.1068291,11.4774917,49:01.8
48.2669469,11.6754857,07:26.7
48.1067968,11.4774276,52:52.2
38.7639302,-9.1363894,12:56.2
48.1067904,11.4773776,44:10.8
48.1068199,11.4773768,37:56.2
48.7797287,9.1784808,53:15.0
48.1847328,11.6436061,23:00.9
48.1028373,11.478792,16:48.2
48.2624663,11.6690276,54:27.9
48.14705,11.5611267,55:43.5
48.106695,11.477544,49:14.2
48.138717,11.5156742,45:03.5
48.106841,11.4774184,13:01.6
48.1068231,11.4774423,10:34.2
48.1469759,11.5611227,53:43.4
48.1067986,11.4773937,52:00.0
48.1709624,11.5853658,39:20.7
48.726384,9.1122464,37:43.0
48.1069413,11.4774391,19:18.7
48.1382222,11.573503,36:42.1
47.8994607,7.897696,29:25.5
48.1068758,11.4773098,29:49.7
48.2669446,11.6754697,03:03.4
48.1059978,11.4817264,46:21.9
48.7555454,9.1727921,56:50.0
48.1069507,11.4774576,52:57.2
48.2626517,11.6671441,12:08.3
48.1453996,11.4818499,28:45.3
48.1389165,11.5663884,28:21.8
48.1068231,11.4774423,00:04.7
48.1801646,11.5535077,01:56.6
9.9349218,76.3776544,23:39.3
48.1067519,11.477272,10:22.5
48.1347314,11.5704303,04:48.6
48.1323218,11.623428,46:52.0
48.1469865,11.5609874,31:04.0
9.9442077,76.37347,23:58.0
9.9347599,76.3776686,42:47.3
48.1500127,11.6222262,22:08.6
48.1470488,11.561138,37:49.1
48.1068027,11.4774715,23:07.2
51.7537473,-1.2560446,30:48.1
48.1414916,11.5736724,17:20.2
48.1068164,11.4775247,10:08.5
48.1335927,11.5666211,33:53.5
48.1068524,11.477497,28:20.5
52.3733716,4.8925873,58:01.2
48.1707229,11.5488858,33:22.0
48.1072215,11.4774328,10:28.7
48.1470322,11.5611204,10:57.2
48.180132,11.5535024,46:53.9
48.1435884,11.5559836,58:57.3
52.3702562,4.9011902,07:52.3
48.1066851,11.4776426,00:46.7
48.1612352,11.5897508,37:42.0
48.1083393,11.4775995,11:32.4
48.1474058,11.5598282,12:49.0
48.1068045,11.4775478,48:57.9
48.2625231,11.6685773,20:13.2
48.1069512,11.4773406,33:42.7
48.1062766,11.4789648,58:28.4
48.1068688,11.4774839,44:24.9
48.1471773,11.561111,48:14.4
48.1470638,11.5611325,48:24.0
48.1068436,11.4775075,22:35.1
48.1801663,11.5534918,09:06.5
48.1067904,11.4773776,43:35.3
48.1069426,11.4774183,11:44.9
48.130605,11.5955014,04:53.8
48.1369446,11.5672236,38:09.5
48.1801655,11.5534922,46:47.9
48.1436355,11.5366028,47:30.7
48.1470883,11.5611565,32:08.0
48.145406,11.5581378,31:48.0
48.1121537,11.4830096,27:13.7
48.2625133,11.6690156,19:58.2
48.1068444,11.4774171,14:06.2
41.0071051,28.9810635,49:26.6
48.1069313,11.4775378,06:11.2
48.2653758,11.6705985,39:48.5
48.1382336,11.5746012,11:18.8
48.1470442,11.5611197,23:33.0
48.1371394,11.5820934,19:48.2
51.4943671,-0.2200426,16:16.3
48.1229779,11.5499497,08:48.6
9.934848,76.3778014,57:17.0
48.1469751,11.5611727,07:32.1
48.1068238,11.4774907,51:49.7
49.4468598,11.082114,30:19.1
48.1068593,11.4774758,04:21.9
48.1469911,11.5611566,56:07.3
48.1068238,11.4775354,49:33.5
48.1416023,11.5611126,28:51.0
48.1470396,11.5610113,21:36.0
48.1073539,11.4774429,21:05.7
9.9675301,76.284896,02:21.0
22.5444939,88.3855801,00:52.0
48.1872232,11.5459695,58:44.0
48.1348879,11.5696296,33:10.7
48.1253405,11.5408791,34:15.0
48.1073159,11.47734,24:57.0
48.106774,11.4773452,37:35.2
48.1058553,11.480025,41:51.8
48.2677635,11.6662461,05:21.4
48.2624884,11.6687768,23:06.0
52.4020696,13.0410126,18:07.0
48.1096821,11.7164337,30:02.5
48.1068243,11.4775447,31:18.7
48.2673297,11.6657681,21:42.7
48.1487001,11.5901642,55:13.8
48.1415943,11.5738737,37:45.0
48.2677403,11.6650089,43:48.4
48.1067843,11.4774325,47:58.6
48.1067904,11.4773776,48:05.0
48.1469165,11.561073,39:52.3
48.2646789,11.6712323,04:11.7
48.1067828,11.4774621,22:04.0
